"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",46758,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",48695,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",49400,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",50748,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",52189,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",56183,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",55219,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",54864,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",54530,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",52810,,
"IRL","Ireland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",52333,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",31493,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",31648,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",31433,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",31401,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",32040,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",32406,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",32631,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",32597,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",32633,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",32794,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",33107,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",32593,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",31611,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",31656,,
"ITA","Italy","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",31807,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",33789,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",33643,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",33070,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",33066,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",33148,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",33719,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",33347,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",33040,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",33140,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",32667,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",33281,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",34109,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",33717,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",33869,,
"JPN","Japan","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",33392,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",24105,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",24666,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",25462,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",26371,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",27008,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",27905,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",28359,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",29037,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",28827,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",28780,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",29240,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",29598,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",29188,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",29615,,
"KOR","Korea","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",29637,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",57764,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",58422,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",59599,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",59477,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",60292,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",60689,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",61532,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",63175,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",63383,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",64384,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",65120,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",64487,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",64073,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",65456,,
"LUX","Luxembourg","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",66775,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",45789,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",46404,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",46695,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",47206,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",47869,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",48040,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",48004,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",48543,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",48833,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",50732,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",51000,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",50686,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",50806,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",50891,,
"NLD","Netherlands","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",50465,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",45582,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",46737,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",48577,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",49195,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",50793,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",52209,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",54252,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",56577,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",57899,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",58474,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",59249,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",61233,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",62896,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",64185,,
"NOR","Norway","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",64662,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",9865,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",10424,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",10387,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",10515,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",10328,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",10271,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",10346,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",10585,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",11221,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",11196,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",11578,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",11578,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",11470,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",11606,,
"POL","Poland","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",11827,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",19246,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",19331,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",19321,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",19271,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",19304,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",19193,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",18778,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",18910,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",18849,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",19719,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",19644,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",19177,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",18348,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",18725,,
"PRT","Portugal","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",18344,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",9442,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",9436,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",9932,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",10148,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",10315,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",10985,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",11348,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",12046,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",12166,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",12576,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",13130,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",13013,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",12870,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",12967,,
"SVK","Slovak Republic","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",13219,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",28755,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",28748,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",28960,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",28882,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",28585,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",28750,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",28641,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",29016,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",30184,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2009","2009","USD","US Dollar","0","Units","2015","2015",32229,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2010","2010","USD","US Dollar","0","Units","2015","2015",31676,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2011","2011","USD","US Dollar","0","Units","2015","2015",31227,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2012","2012","USD","US Dollar","0","Units","2015","2015",30255,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2013","2013","USD","US Dollar","0","Units","2015","2015",30524,,
"ESP","Spain","USDEX","In 2015 constant prices at 2015 USD exchange rates","2014","2014","USD","US Dollar","0","Units","2015","2015",30232,,
"SWE","Sweden","USDEX","In 2015 constant prices at 2015 USD exchange rates","2000","2000","USD","US Dollar","0","Units","2015","2015",36595,,
"SWE","Sweden","USDEX","In 2015 constant prices at 2015 USD exchange rates","2001","2001","USD","US Dollar","0","Units","2015","2015",36801,,
"SWE","Sweden","USDEX","In 2015 constant prices at 2015 USD exchange rates","2002","2002","USD","US Dollar","0","Units","2015","2015",37105,,
"SWE","Sweden","USDEX","In 2015 constant prices at 2015 USD exchange rates","2003","2003","USD","US Dollar","0","Units","2015","2015",37567,,
"SWE","Sweden","USDEX","In 2015 constant prices at 2015 USD exchange rates","2004","2004","USD","US Dollar","0","Units","2015","2015",38705,,
"SWE","Sweden","USDEX","In 2015 constant prices at 2015 USD exchange rates","2005","2005","USD","US Dollar","0","Units","2015","2015",39461,,
"SWE","Sweden","USDEX","In 2015 constant prices at 2015 USD exchange rates","2006","2006","USD","US Dollar","0","Units","2015","2015",40415,,
"SWE","Sweden","USDEX","In 2015 constant prices at 2015 USD exchange rates","2007","2007","USD","US Dollar","0","Units","2015","2015",41721,,
"SWE","Sweden","USDEX","In 2015 constant prices at 2015 USD exchange rates","2008","2008","USD","US Dollar","0","Units","2015","2015",42296,,
